CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day55.jpg,2022-07-21,nan,nan,nan,nan
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[064].jpg,2022-07-22,-7.842479930966476
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[021].jpg,2022-07-23,-1.389713461538463
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day52.jpg,2022-07-24,-4.313846499013806
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day64.jpg,2022-07-25,-7.325789842209076
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day21.jpg,2022-07-26,-3.0626159270216533
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day33.jpg,2022-07-27,-5.192195019723869
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[033].jpg,2022-07-28,-0.9737767751479396
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[014].jpg,2022-07-29,-7.638492209073007
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day51.jpg,2022-07-30,-2.928754388560151
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[055].jpg,2022-07-31,-5.217727613412251
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[052].jpg,2022-08-01,-9.28872352071005
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day48.jpg,2022-08-02,-9.139048471400372
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day53.jpg,2022-08-03,-2.7823539940828255
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[015].jpg,2022-08-04,-2.9714751479289987
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day54.jpg,2022-08-05,2.036789891518737
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[056].jpg,2022-08-06,-5.578474260355023
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day26.jpg,2022-08-07,-9.28872352071005
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day68.jpg,2022-08-08,-14.758176601080265
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day32.jpg,2022-08-09,-4.833864891518743
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[022].jpg,2022-08-10,-6.5828437869822665
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_day9.jpg,2022-08-11,-5.764480522682476
CASS,11,C,/home/azhao/projects/def-henryg/Garibaldi_Lake_data_summer2022/azhao_pheno_processing_workingdir/export/CASS_11C/CASS_11C_[000].jpg,2022-08-12,-2.1510501972386464
